network,method,variant,model_file,original_variables,original_fixed_variables,original_free_variables,retained_variables,state_dimension,fixed_variables,free_variables,retained_fraction,eliminated_fraction,free_retained_fraction,free_eliminated_fraction,state_space_size,original_state_space_size,state_space_ratio,log2_state_space_ratio,effective_state_space_size,original_effective_state_space_size,effective_state_space_ratio,log2_effective_state_space_ratio,effective_state_space_reduction,recurrence_length,depth,dominant_set,fixed_points,fixed_point_time_seconds,fixed_point_source,fixed_point_count_match,analysis_type,attractor_count_is_complete,serialized_dimension,initial_states_analyzed,serialized_state_space_size,coverage_fraction,attractors_observed,fixed_attractors_observed,periodic_attractors_observed,attractor_periods,mean_transient_length,max_transient_length,dynamic_analysis_time_seconds,monte_carlo_samples_requested,random_seed,total_attractor_count_match
prostate_cancer,original,original,results/models/prostate_cancer/original.bnet,106,41,65,106,106,41,65,1.0,0.0,1.0,0.0,81129638414606681695789005144064,81129638414606681695789005144064,1.0,0,36893488147419103232,36893488147419103232,1.0,0,False,,,,2,0.021594456000457285,mpbn_exact,True,monte_carlo,False,106,10000,81129638414606681695789005144064,2.710505431213761e-16,1,1,0,1,7.9964,8,0.3387403960005031,10000,10729559845943105712,
prostate_cancer,node_elimination,node_elimination,results/models/prostate_cancer/node_elimination.bnet,106,41,65,1,1,0,1,0.009433962264150943,0.9905660377358491,0.015384615384615385,0.9846153846153847,2,81129638414606681695789005144064,2.465190328815662e-32,-105,2,36893488147419103232,5.421010862427522e-20,-64,True,,,,2,0.004739675000564603,mpbn_exact,True,exact,True,1,2,2,1.0,2,2,0,1;1,0.0,0,2.2175000594870653e-05,,,
prostate_cancer,two_step,two_step,results/models/prostate_cancer/two_step.bnet,106,41,65,2,2,0,2,0.018867924528301886,0.9811320754716981,0.03076923076923077,0.9692307692307692,4,81129638414606681695789005144064,4.930380657631324e-32,-104,4,36893488147419103232,1.0842021724855044e-19,-63,True,,,,2,0.006100187000811275,mpbn_exact,True,exact,True,2,4,4,1.0,2,2,0,1;1,0.5,1,2.999700063810451e-05,,,
prostate_cancer,leaf_node_removal,leaf_node_removal,results/models/prostate_cancer/leaf_node_removal.bnet,106,41,65,33,33,11,22,0.3113207547169811,0.6886792452830188,0.3384615384615385,0.6615384615384615,8589934592,81129638414606681695789005144064,1.0587911840678754e-22,-73,4194304,36893488147419103232,1.1368683772161603e-13,-43,True,,,,2,0.011781597999288351,mpbn_exact,True,monte_carlo,False,33,10000,8589934592,0.002384185791015625,1,1,0,1,6.9923,7,0.09646047800015367,10000,877878801057015525,
prostate_cancer,dominant_vertices,dv_01,results/models/prostate_cancer/dominant_vertices/dominant_vertices_01.bnet,106,41,65,42,42,41,1,0.39622641509433965,0.6037735849056604,0.015384615384615385,0.9846153846153847,4398046511104,81129638414606681695789005144064,5.421010862427522e-20,-64,2,36893488147419103232,5.421010862427522e-20,-64,True,1,8,hsa_1017;hsa_113235;hsa_1869;hsa_1870;hsa_1871;hsa_1950;hsa_2078;hsa_2119;hsa_2346;hsa_2348;hsa_2350;hsa_2352;hsa_2911;hsa_2915;hsa_2950;hsa_3320;hsa_3326;hsa_3479;hsa_3630;hsa_367;hsa_4314;hsa_4318;hsa_4790;hsa_4824;hsa_5154;hsa_5155;hsa_5327;hsa_5328;hsa_56034;hsa_5728;hsa_5970;hsa_6573;hsa_6692;hsa_6716;hsa_6935;hsa_7039;hsa_7113;hsa_7184;hsa_7850;hsa_80310;hsa_898;hsa_9134,2,,theoretical_preservation,True,exact,True,42,2,4398046511104,1.0,2,2,0,1;1,0.0,0,5.035499998484738e-05,,,
renal_cell_carcinoma,original,original,results/models/renal_cell_carcinoma/original.bnet,70,26,44,70,70,26,44,1.0,0.0,1.0,0.0,1180591620717411303424,1180591620717411303424,1.0,0,17592186044416,17592186044416,1.0,0,False,,,,1,0.011328296999636223,mpbn_exact,True,monte_carlo,False,70,10000,1180591620717411303424,5.684341886080801e-10,1,1,0,1,4.2426,5,0.1813045240005522,10000,14681461830633154229,
renal_cell_carcinoma,node_elimination,node_elimination,results/models/renal_cell_carcinoma/node_elimination.bnet,70,26,44,0,0,0,0,0.0,1.0,0.0,1.0,1,1180591620717411303424,8.470329472543003e-22,-70,1,17592186044416,5.684341886080802e-14,-44,True,,,,1,0.002983895999932429,mpbn_exact,True,exact,True,0,1,1,1.0,1,1,0,1,0.0,0,1.060799968399806e-05,,,
renal_cell_carcinoma,two_step,two_step,results/models/renal_cell_carcinoma/two_step.bnet,70,26,44,0,0,0,0,0.0,1.0,0.0,1.0,1,1180591620717411303424,8.470329472543003e-22,-70,1,17592186044416,5.684341886080802e-14,-44,True,,,,1,0.00254186700021819,mpbn_exact,True,exact,True,0,1,1,1.0,1,1,0,1,0.0,0,1.076099943020381e-05,,,
renal_cell_carcinoma,leaf_node_removal,leaf_node_removal,results/models/renal_cell_carcinoma/leaf_node_removal.bnet,70,26,44,0,0,0,0,0.0,1.0,0.0,1.0,1,1180591620717411303424,8.470329472543003e-22,-70,1,17592186044416,5.684341886080802e-14,-44,True,,,,1,0.0025269259995184257,mpbn_exact,True,exact,True,0,1,1,1.0,1,1,0,1,0.0,0,1.0495000424270984e-05,,,
renal_cell_carcinoma,dominant_vertices,dv_01,results/models/renal_cell_carcinoma/dominant_vertices/dominant_vertices_01.bnet,70,26,44,26,26,26,0,0.37142857142857144,0.6285714285714286,0.0,1.0,67108864,1180591620717411303424,5.684341886080802e-14,-44,1,17592186044416,5.684341886080802e-14,-44,True,1,5,hsa_1026;hsa_112398;hsa_112399;hsa_1387;hsa_201163;hsa_2033;hsa_2271;hsa_3082;hsa_3265;hsa_369;hsa_3845;hsa_405;hsa_4893;hsa_54583;hsa_5546;hsa_5879;hsa_5894;hsa_673;hsa_6921;hsa_6923;hsa_7030;hsa_7428;hsa_8453;hsa_9915;hsa_9978;hsa_998,1,,theoretical_preservation,True,exact,True,26,1,67108864,1.0,1,1,0,1,0.0,0,2.079900059470674e-05,,,
small_cell_lung_cancer,original,original,results/models/small_cell_lung_cancer/original.bnet,93,45,48,93,93,45,48,1.0,0.0,1.0,0.0,9903520314283042199192993792,9903520314283042199192993792,1.0,0,281474976710656,281474976710656,1.0,0,False,,,,1,0.017768030000297586,mpbn_exact,True,monte_carlo,False,93,10000,9903520314283042199192993792,3.552713678800501e-11,1,1,0,1,5.9816,6,0.26402395100012654,10000,9436012162443848748,
small_cell_lung_cancer,node_elimination,node_elimination,results/models/small_cell_lung_cancer/node_elimination.bnet,93,45,48,0,0,0,0,0.0,1.0,0.0,1.0,1,9903520314283042199192993792,1.0097419586828951e-28,-93,1,281474976710656,3.552713678800501e-15,-48,True,,,,1,0.002966434999507328,mpbn_exact,True,exact,True,0,1,1,1.0,1,1,0,1,0.0,0,2.185400080634281e-05,,,
small_cell_lung_cancer,two_step,two_step,results/models/small_cell_lung_cancer/two_step.bnet,93,45,48,0,0,0,0,0.0,1.0,0.0,1.0,1,9903520314283042199192993792,1.0097419586828951e-28,-93,1,281474976710656,3.552713678800501e-15,-48,True,,,,1,0.002687203999812482,mpbn_exact,True,exact,True,0,1,1,1.0,1,1,0,1,0.0,0,1.2449999303498771e-05,,,
small_cell_lung_cancer,leaf_node_removal,leaf_node_removal,results/models/small_cell_lung_cancer/leaf_node_removal.bnet,93,45,48,0,0,0,0,0.0,1.0,0.0,1.0,1,9903520314283042199192993792,1.0097419586828951e-28,-93,1,281474976710656,3.552713678800501e-15,-48,True,,,,1,0.0026189800000793184,mpbn_exact,True,exact,True,0,1,1,1.0,1,1,0,1,0.0,0,1.147700004366925e-05,,,
small_cell_lung_cancer,dominant_vertices,dv_01,results/models/small_cell_lung_cancer/dominant_vertices/dominant_vertices_01.bnet,93,45,48,45,45,45,0,0.4838709677419355,0.5161290322580645,0.0,1.0,35184372088832,9903520314283042199192993792,3.552713678800501e-15,-48,1,281474976710656,3.552713678800501e-15,-48,True,1,6,hsa_1026;hsa_10319;hsa_10912;hsa_1282;hsa_1284;hsa_1285;hsa_1286;hsa_1287;hsa_1288;hsa_1643;hsa_1647;hsa_1869;hsa_1870;hsa_1871;hsa_2272;hsa_22798;hsa_2335;hsa_284217;hsa_317;hsa_3908;hsa_3909;hsa_3910;hsa_3911;hsa_3912;hsa_3913;hsa_3914;hsa_3915;hsa_3918;hsa_4149;hsa_4609;hsa_4616;hsa_4790;hsa_51426;hsa_54205;hsa_5728;hsa_578;hsa_5915;hsa_596;hsa_5970;hsa_6256;hsa_6257;hsa_6258;hsa_7157;hsa_836;hsa_842,1,,theoretical_preservation,True,exact,True,45,1,35184372088832,1.0,1,1,0,1,0.0,0,2.4295999537571333e-05,,,
thyroid_cancer,original,original,results/models/thyroid_cancer/original.bnet,37,23,14,37,37,23,14,1.0,0.0,1.0,0.0,137438953472,137438953472,1.0,0,16384,16384,1.0,0,False,,,,1,0.007408593999571167,mpbn_exact,True,exact,True,37,16384,137438953472,1.0,1,1,0,1,3.81146240234375,4,0.17958192500009318,,,True
thyroid_cancer,node_elimination,node_elimination,results/models/thyroid_cancer/node_elimination.bnet,37,23,14,0,0,0,0,0.0,1.0,0.0,1.0,1,137438953472,7.275957614183426e-12,-37,1,16384,6.103515625e-05,-14,True,,,,1,0.0028989319998800056,mpbn_exact,True,exact,True,0,1,1,1.0,1,1,0,1,0.0,0,1.1120999261038378e-05,,,True
thyroid_cancer,two_step,two_step,results/models/thyroid_cancer/two_step.bnet,37,23,14,0,0,0,0,0.0,1.0,0.0,1.0,1,137438953472,7.275957614183426e-12,-37,1,16384,6.103515625e-05,-14,True,,,,1,0.0025567479997334885,mpbn_exact,True,exact,True,0,1,1,1.0,1,1,0,1,0.0,0,1.1500000255182385e-05,,,True
thyroid_cancer,leaf_node_removal,leaf_node_removal,results/models/thyroid_cancer/leaf_node_removal.bnet,37,23,14,0,0,0,0,0.0,1.0,0.0,1.0,1,137438953472,7.275957614183426e-12,-37,1,16384,6.103515625e-05,-14,True,,,,1,0.0026270849994034506,mpbn_exact,True,exact,True,0,1,1,1.0,1,1,0,1,0.0,0,1.0578999535937328e-05,,,True
thyroid_cancer,dominant_vertices,dv_01,results/models/thyroid_cancer/dominant_vertices/dominant_vertices_01.bnet,37,23,14,23,23,23,0,0.6216216216216216,0.3783783783783784,0.0,1.0,8388608,137438953472,6.103515625e-05,-14,1,16384,6.103515625e-05,-14,True,1,4,hsa_1026;hsa_10342;hsa_10912;hsa_1499;hsa_1643;hsa_1647;hsa_4616;hsa_4914;hsa_51426;hsa_5468;hsa_578;hsa_581;hsa_5979;hsa_6256;hsa_6257;hsa_6258;hsa_7157;hsa_7170;hsa_7175;hsa_7849;hsa_8030;hsa_8031;hsa_999,1,,theoretical_preservation,True,exact,True,23,1,8388608,1.0,1,1,0,1,0.0,0,2.2141999579616822e-05,,,True
